UserId,Number,ResponseId,Intersection: 0 = common; 1 = unique,Common app name,Public Smart Apps,Trigger,Action,Trigger Devices,Trigger Capabilities,Trigger Conditions,Action Devices,Action Capabilities,Action Inputs,Trigger Variables,Action Variables,Extra Comment,Frequency,Weeks,Time,Schedule,Execution Indicator
35,232,r-2mzjport1hvxhfz,0,Make It So,,Away,robot vacuum on,null,locationMode,location.mode == 'away',Robot Vacuum,switch,switch1.on(),away,on,,FW,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [0, 7, 18, 20], [8, 13, 15, 20, 22], [], [], [], [], [], [], [], [], [], [], [], [], [1, 10, 19], [], [], [], [], [], [], [], []]"
35,233,r-2mzjport1hvxhfz,0,Make It So,,Away,AC off,null,locationMode,location.mode === 'away',Air Conditioner,thermostat,thermostat1.off(),away,off,,FW,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [], [], [], [0, 18, 23], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]"
35,234,r-2mzjport1hvxhfz,0,Make It So,,Away,Gas Stove off,null,locationMode,location.mode == 'away',Gas Stove,switch,switch1.off(),away,off,,FW,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [1, 13, 16, 18, 21], [3, 14, 18], [], [], [], [], [], [], []]"
35,235,r-2mzjport1hvxhfz,0,Make It So,,Away,microwave/oven off,null,locationMode,location.mode == 'away',Microwave Oven,switch,switch1.off(),away,off,,FW,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [3, 9, 11, 22, 23], [], [], [], [], [], [], [], [], [], [], [], [], [], [14], [], [], [], [], [], [], [2, 3, 8, 17, 20]]"
35,236,r-2mzjport1hvxhfz,0,Make It So,,Away,waterheat off,null,locationMode,location.mode === 'away',Water Heater,switch,switch1.off(),away,off,,FW,Anytime,anytime,Executed at random (e.g. |  every time I enter the room),"[[], [], [], [], [], [], [3, 9, 11, 22, 23], [], [], [], [], [], [], [], [], [], [], [], [], [], [14], [], [], [], [], [], [], [2, 3, 8, 17, 20]]"
35,237,r-2mzjport1hvxhfz,0,Make It So,,receive sms OR temperature sensor < 20 C OR temperature sensor > 27,ac on,Temperature Sensor,temperature,t_temperatureMeasurement1.currentTemperature.toInteger() < 60 || t_temperatureMeasurement1.currentTemperature.toInteger() > 80,Air Conditioner,thermostat,thermostat1.auto(),lesser,auto,,FW,Anytime,anytime,Manually-triggered (e.g. |  a button press),"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [1, 13, 16, 18, 21], [3, 14, 18], [], [], [], [], [], [], []]"
35,238,r-2mzjport1hvxhfz,1,,,dust detect signal bad air quality,air purifier on,Dust Detector,dustLevel,t_dustSensor1.dustLevel > 5,Air Purifier,switch,switch1.on(),greater,on,,FW,Anytime,anytime,Manually-triggered (e.g. |  a button press),"[[], [], [], [], [], [4, 6, 10, 12, 20], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]"
35,239,r-2mzjport1hvxhfz,0,Smart turn it on,,morning,curtain/shades open,Morning,switch,t_switch1.switchState.getValue() == 'on',Shades/Blinds,contact,contactSensor1.open(),on,open,,FD,Weekday,"11,Jun",Scheduled-time (e.g. |  brew coffee at 7 am),"[[6, 7, 8, 9], [6, 10], [], [], [], [], [6], [8, 9, 10], [], [], [], [], [6, 9, 10], [], [], [], [], [], [], [9], [6, 7, 9], [], [], [6, 8, 9, 10], [], [6, 10], [8, 9, 10], [8]]"
35,240,r-2mzjport1hvxhfz,0,Smart turn it on,,night,curtain/shade close,Night,switch,t_switch1.switchState.getValue() == 'on',Shades/Blinds,contact,contactSensor1.closed(),on,close,,FD,Anytime,20-6,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [20, 23], [], [5, 21], [20, 23], [], [], [0, 1, 4, 23], [22], [], [2, 5], [0, 2, 4, 22], [], [], [], [], [], [1], [3, 5], [], [3], [], [23], [], [], [2, 3, 23], []]"
36,241,r-20nebgwf7zysh3z,0,Smart turn it on,,it is 10:00 AM,open Bedroom_Shade to a preset position AND unmute the speaker,Morning,switch,t_switch1.switchState.getValue() == 'on',Shades/Blinds,contact,contactSensor1.open(),on,open,,FW,Weekday,"11,Jun",Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [10], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]"
36,242,r-20nebgwf7zysh3z,0,Smart turn it on,,it is 12:00 AM,Turn the TV off AND Toggle bulb off,Midnight,switch,t_switch1.switchState.getValue() == 'on',Light Bulb && Smart TV,switch && switch,switch1.off() && switch2.off(),on,off-off,,FW,Anytime,20-6,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [], [], [], [], [], [], [], [0], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]"
37,243,r-24q0mhp98xnrlwz,0,Smart turn it on,,Air_Conditioner.swtch is off AND Time is 5:00pm,Air_Conditioner.switch = on,Air Conditioner && Evening,temperature && switch,t_thermostat1.thermostatMode == 'off',Air Conditioner,thermostat,thermostat1.auto(),off-on,on,,FD,Weekday,"11,Jun",Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [], [], [], [17], [17], [17], [], [17], [17], [], [17], [], [17], [17], [17], [17], [17], [], [17], [], [], [17], [], [], [17]]
"
37,244,r-24q0mhp98xnrlwz,0,Smart turn it on,,Air_Conditioner.swtch is on AND Time is 9:00am,Air_Conditioner.switch = off,Air Conditioner && Morning,temperature && switch,t_thermostat1.thermostatMode == 'auto',Air Conditioner,thermostat,thermostat1.off(),on-on,off,,FD,Weekday,17-20,Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [], [21], [21], [21], [], [21], [], [], [], [], [21], [], [], [21], [21], [], [21], [21], [], [], [], [], [21], [], [21], []]
"
37,245,r-24q0mhp98xnrlwz,1,,,Air_Conditioner.swtch is on AND Air_Conditioner.temperature < 70F,Air_Conditioner.airConditionerMode = heat,Air Conditioner,temperature,t_thermostat1.thermostatMode == 'auto' && t_thermostat1.currentTemperature.toInteger() < 70,Air Conditioner,thermostat,thermostat1.setHeatingSetpoint(55),lesser,heat,,FD,Anytime,not sure,Executed at random (e.g. |  every time I enter the room),"[[], [], [3], [10, 17, 19], [], [2, 9, 15, 23], [5, 6, 11], [9], [0, 4, 16], [0], [], [1, 14, 15, 19], [10], [15], [11, 14], [6, 8], [0], [], [], [], [], [15, 16, 18], [], [], [], [], [], [2, 3, 7, 8]]"
37,246,r-24q0mhp98xnrlwz,0,Smart turn it on,,Coffee_Maker is off and Time is 7:00am,Coffee_Maker.switch = on,Coffee Maker && Morning,switch && switch,t_switch1.switchState.getValue() == 'off',Coffee Maker,switch,switch1.on(),off-on,on,,FD,Weekday,"11,Jun",Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [7], [], [7], [7], [], [7], [7], [], [], [7], [], [7], [], [7], [7], [7], [], [], [], [7], [], [], [], [], [], [], [7]]
"
37,247,r-24q0mhp98xnrlwz,0,Light Follows Me,,Living_room.Light_Bulb.switch = off and Living_room.motion_sensor.motion==True,Living_room.Light_Bulb.switch = on,Light Bulb && Motion Sensor,switch && motion,t_switch1.switchState.getValue() == 'off' && t_motionSensor1.motion == 'active',Light Bulb,switch,switch1.on(),off-active,on,,FD,Weekday,anytime,Manually-triggered (e.g. |  a button press),"[[1, 3, 19, 22], [], [], [16, 17, 20], [1, 7, 22], [7], [], [12, 15, 21, 22], [], [13], [], [], [3, 7, 8, 9], [], [], [5, 7, 21], [], [], [5, 15], [], [], [], [], [8, 10, 18, 19], [6, 10], [], [], [6]]"
37,248,r-24q0mhp98xnrlwz,0,Darken Behind Me,,Living_room.Light_Bulb.switch = on and Living_room.motion_sensor.motion==False,Living_room.Light_Bulb.switch = off,Light Bulb && Motion Sensor,switch && motion,t_switch1.switchState.getValue() == 'off' && t_motionSensor1.motion == 'inactive',Light Bulb,switch,switch1.off(),off-inactive,off,,MD,Anytime,anytime,Manually-triggered (e.g. |  a button press),"[[], [], [4, 12, 17], [1, 5, 8, 12, 15, 16, 21], [0, 9, 10, 19, 22, 23], [2, 10, 12, 17, 18, 20, 22], [], [1, 6, 8, 10, 19, 20, 22], [], [], [1, 4, 9, 13, 17, 18, 21, 23], [], [], [0, 1, 3, 5, 7, 11], [], [0, 2, 3, 9, 12, 18, 21, 22], [6, 7, 10, 15, 18, 19, 20, 22], [1, 7, 8, 19, 20, 21, 23], [], [], [], [], [0, 1, 3, 5, 8, 10, 17, 21], [], [4, 6, 11, 17, 22], [1, 4, 12, 13, 16, 19, 21], [9, 12, 15, 18, 19], [3, 4, 7, 13, 14, 15, 18, 19, 23]]"
37,249,r-24q0mhp98xnrlwz,0,Smart turn it on,,Bread_Maker is off and Time is 7:00am,Bread_Maker.switch=On,Bread Maker && Morning,switch && switch,t_switch1.switchState.getValue() == 'off',Bread Maker,switch,switch1.on(),off-on,on,,FD,Weekday,"11,Jun",Scheduled-time (e.g. |  brew coffee at 7 am),"[[], [], [7], [7], [7], [7], [7], [7], [7], [7], [], [], [7], [7], [], [], [7], [], [7], [7], [], [7], [], [7], [], [7], [], []]
"
37,250,r-24q0mhp98xnrlwz,0,Turn It On When It Opens,,Front_Yard.Open/Close_Sensor.contact is OFF,Front_Yard.security_camera.image = take,Contact Sensor,contact,t_contactSensor1.contact == 'open',Security Camera,image,imageCapture1.take(),open,take,,FD,Weekday,anytime,Manually-triggered (e.g. |  a button press),"[[1, 12], [1, 4, 6, 22], [14, 16, 20], [], [3, 5, 6, 9], [1, 6, 18, 19], [7], [15], [8, 12, 17], [], [7, 15, 18, 22], [], [], [], [], [], [], [], [], [], [], [0, 2], [5, 12, 15, 16], [], [11, 20], [], [1, 11], []]"
